585217a00
582417a00
581617a00
57e417a00
57d617a00
57aa17a00
57a017a00
579817a00
579217a00
577c17a00
574e17a00
573817a00
570a17a00
56f417a00
56c617a00
566c17a00
565e17a00
562817a00
568217a00
559017a00
561a17a00
