582200a00
581000a00
580600a00
57e200a00
57d000a00
57a600a00
579400a00
577a00a00
574800a00
573e00a00
570c00a00
56f200a00
56d600a00
56c000a00
566a00a00
567000a00
556600a00
556400a00
561e00a00
561c00a00
562200a00
562000a00
562600a00
562400a00
562a00a00
562800a00
562e00a00
562c00a00
563200a00
563000a00
563600a00
563400a00
563a00a00
563800a00
563e00a00
563c00a00
564200a00
564000a00
564600a00
564400a00
564a00a00
564800a00
564e00a00
564c00a00
565200a00
565000a00
555000a00
556a00a00
568200a00
559000a00
561a00a00
565400a00
55b200a00
